,开仓时间,开仓价格,平仓时间,平仓价格,盈利,净值,参考时间,参考价格
0,2019-01-25 08:00:00,0.0018100000000000002,2019-04-06 08:00:00,0.00387,113.61215469613259,2.136121546961326,2019-03-13 08:00:00,0.00395
1,2019-04-15 08:00:00,0.0037700000000000003,2019-04-18 08:00:00,0.00374,-0.9957559681697747,2.1261639872796283,2019-03-25 08:00:00,0.0042899999999999995
2,2019-04-20 08:00:00,0.00462,2019-04-24 08:00:00,0.0041,-11.455411255411247,2.011609874725516,2019-03-31 08:00:00,0.00413
3,2019-04-27 08:00:00,0.00434,2019-05-08 08:00:00,0.0035399999999999997,-18.633179723502312,1.8252780774904929,2019-04-14 08:00:00,0.0036899999999999997
4,2019-05-25 08:00:00,0.00428,2019-05-27 08:00:00,0.0038399999999999997,-10.480373831775706,1.7204743391727357,2019-05-02 22:00:00,0.00428
5,2019-06-01 08:00:00,0.00385,2019-06-15 08:00:00,0.00374,-3.057142857142865,1.689902910601307,2019-05-22 06:59:00,0.004079999999999999
6,2019-06-22 08:00:00,0.00381,2019-06-23 08:00:00,0.0035399999999999997,-7.286614173228354,1.6170367688690235,2019-05-30 06:59:00,0.00387
7,2019-07-21 08:00:00,0.0029,2019-07-22 08:00:00,0.00288,-0.88965517241378,1.6081402171448858,2019-06-28 08:00:00,0.0030399999999999997
8,2019-07-23 08:00:00,0.00298,2019-07-24 08:00:00,0.00299,0.1355704697986586,1.6094959218428724,2019-06-30 08:00:00,0.00298
9,2019-07-28 08:00:00,0.00292,2019-07-29 08:00:00,0.0029100000000000003,-0.5424657534246435,1.604071264308626,2019-07-05 08:00:00,0.00296
10,2019-08-02 08:00:00,0.00277,2019-08-04 08:00:00,0.00257,-7.420216606498199,1.5298690982436438,2019-07-11 08:00:00,0.0025800000000000003
11,2019-10-10 08:00:00,0.00207,2019-10-12 08:00:00,0.00201,-3.0985507246376685,1.498883590997267,2019-09-18 08:00:00,0.00206
12,2019-10-14 08:00:00,0.00221,2019-11-07 08:00:00,0.00221,-0.2,1.496883590997267,2019-10-14 08:00:00,0.00221
13,2019-11-08 08:00:00,0.0022199999999999998,2019-11-09 08:00:00,0.00224,0.7009009009009033,1.5038926000062762,2019-10-16 08:00:00,0.00228
14,2019-11-10 08:00:00,0.00224,2019-11-11 08:00:00,0.0022600000000000003,0.6928571428571646,1.5108211714348478,2019-10-18 08:00:00,0.0023
15,2019-11-12 08:00:00,0.0023,2019-11-23 08:00:00,0.00213,-7.591304347826088,1.434908127956587,2019-10-30 05:37:00,0.0022
16,2019-11-24 08:00:00,0.0022199999999999998,2019-11-26 08:00:00,0.00213,-4.254054054054046,1.3923675874160466,2019-11-02 03:37:00,0.00217
17,2020-01-13 08:00:00,0.0018800000000000002,2020-01-14 08:00:00,0.00187,-0.7319148936170341,1.3850484384798762,2019-12-21 08:00:00,0.0018800000000000002
18,2020-01-15 08:00:00,0.0018899999999999998,2020-03-03 08:00:00,0.00224,18.318518518518523,1.5682336236650616,2020-02-08 01:06:00,0.00223
19,2020-03-04 08:00:00,0.00225,2020-03-05 08:00:00,0.00228,1.133333333333337,1.579566956998395,2020-02-09 23:58:00,0.00232
20,2020-04-06 08:00:00,0.00202,2020-04-30 08:00:00,0.00198,-2.1801980198019852,1.5577649768003752,2020-04-06 05:30:00,0.002
21,2020-05-31 08:00:00,0.00183,2020-06-13 08:00:00,0.00176,-4.025136612021856,1.5175136106801566,2020-05-20 08:00:00,0.00176
22,2020-06-15 08:00:00,0.0017699999999999999,2020-06-16 08:00:00,0.0017399999999999998,-1.8949152542372927,1.4985644581377837,2020-05-23 08:00:00,0.0018100000000000002
23,2020-07-08 08:00:00,0.0018100000000000002,2020-08-02 08:00:00,0.00183,0.9049723756905985,1.5076141818946898,2020-07-09 08:00:00,0.00183
24,2020-08-03 08:00:00,0.0018899999999999998,2020-08-07 08:00:00,0.00193,1.9164021164021336,1.5267782030587111,2020-07-14 08:00:00,0.00199
25,2020-08-09 08:00:00,0.00195,2020-08-12 08:00:00,0.00187,-4.302564102564103,1.48375256203307,2020-07-19 08:00:00,0.00187
26,2020-08-15 08:00:00,0.00197,2020-08-18 08:00:00,0.0019100000000000002,-3.2456852791878035,1.451295709241192,2020-07-25 08:00:00,0.00201
27,2020-08-21 08:00:00,0.00195,2020-10-07 08:00:00,0.0026100000000000003,33.646153846153865,1.7877572477027306,2020-09-13 08:00:00,0.0027300000000000002
28,2020-10-10 08:00:00,0.00257,2020-10-11 08:00:00,0.00251,-2.534630350194542,1.7624109442007851,2020-09-17 08:00:00,0.0025399999999999997
29,2020-10-12 08:00:00,0.00251,2020-10-21 08:00:00,0.00242,-3.7856573705179377,1.7245543704956057,2020-09-27 08:00:00,0.00244
30,2020-12-15 08:00:00,0.00156,2020-12-16 08:00:00,0.0015199999999999999,-2.764102564102571,1.69691334485458,2020-11-22 07:00:00,0.0016300000000000002
31,2021-01-25 08:00:00,0.0013,2021-01-26 08:00:00,0.0013,-0.2,1.69491334485458,2021-01-02 08:00:00,0.0012900000000000001
32,2021-01-27 08:00:00,0.0012900000000000001,2021-01-29 08:00:00,0.0012699999999999999,-1.7503875968992455,1.6774094688855874,2021-01-05 08:00:00,0.00128
33,2021-01-30 08:00:00,0.00125,2021-03-16 08:00:00,0.00457,265.40000000000003,4.331409468885588,2021-02-20 06:30:00,0.00601
34,2021-03-17 08:00:00,0.00454,2021-03-18 08:00:00,0.00458,0.6810572687224694,4.3382200415728125,2021-02-22 06:30:00,0.00498
35,2021-03-25 08:00:00,0.00475,2021-03-26 08:00:00,0.00456,-4.200000000000002,4.296220041572813,2021-03-02 06:30:00,0.0051
36,2021-03-28 08:00:00,0.0048200000000000005,2021-05-20 08:00:00,0.00913,89.21908713692942,5.188410912942107,2021-04-26 08:00:00,0.01029
